Kids_First_Biospecimen_ID	Signature.1	Signature.2	Signature.3	Signature.4	Signature.5	Signature.6	Signature.7	Signature.8	Signature.9	Signature.10	Signature.11	Signature.12	Signature.13	Signature.14	Signature.15	Signature.16	Signature.17	Signature.18	Signature.19	Signature.20	Signature.21	Signature.22	Signature.23	Signature.24	Signature.25	Signature.26	Signature.27	Signature.28	Signature.29	Signature.30
BS_ZZJF26C4	0.5751901284290429	0	0.08366912041840037	0	0	0	0	0.29223988145604385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_ZX1YPQ88	0.17339742079185919	0	0.29914690644530295	0	0.23918975997524722	0	0	0.12179098816717904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1160813622773405
BS_ZV21J6YW	0.3077768567690986	0	0.1852139748325729	0	0.19196489334974254	0	0	0.1545102940585868	0	0	0	0	0	0	0	0	0	0.086147860015138	0	0	0	0	0	0	0	0	0	0	0	0
BS_ZSH09N84	0.15763376012732588	0	0.22414587023812652	0	0	0	0	0.35594439540026085	0	0	0	0.10927685067137909	0.06619693588645031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_ZS1QRMXS	0.45867915451759383	0	0.1024526061962809	0	0.17894377523182178	0	0	0.06885239545184879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.121243660208726	0	0	0	0	0
BS_ZR75EKKX	0.36822985775170974	0	0.1394180099423766	0	0.1004626733257594	0	0	0.2706543070495946	0	0	0.062077666531060616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_ZPF89720	0.1512164265254815	0	0.3140585008246112	0	0.21205070962876518	0	0	0.15561109422789507	0.07453736544811003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_ZP89F1JY	0.08236619363968416	0	0.44322518434341124	0	0	0	0	0	0.24638368108936076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15100072942372053	0	0
BS_ZKZACPVV	0.07760624434048383	0	0.40850021989640556	0	0	0	0	0	0.15328889021151074	0	0	0	0	0	0	0	0.08404102467001573	0	0	0	0	0	0	0	0	0	0	0.2598693839922274	0	0
BS_ZKFEMJZ8	0	0	0.5053509816863455	0	0	0.12391691978461292	0	0	0.22649815346868143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08262149754386934	0	0	0	0	0
BS_ZJZFT0AJ	0.1062452263529608	0	0.1660483103707737	0.06988774223392406	0.146488161413766	0	0	0	0	0	0	0.11127747016723337	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0756305258025973	0	0	0.06147242534655365	0
BS_ZJT1REVB	0	0	0	0	0	0	0	0.35422912447420335	0.20629944004953646	0	0	0	0	0	0.06597879577445338	0	0	0	0	0	0	0	0	0	0.2588530603218726	0	0	0	0	0.0888030090768572
BS_ZJSMC22A	0	0	0.2722336360491289	0	0.43782683635674924	0	0	0	0.06340559399706633	0	0	0	0	0	0	0.10127316083199683	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_ZHJFX6C9	0.12473174072742949	0	0.19463350632921578	0	0.06593429976260565	0	0	0.27982024254147814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17490668247875893	0	0	0	0	0.10820866208029406
BS_ZH6PC8KM	0.4112375568751175	0	0	0	0.255611631300166	0	0	0.213877631986198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0625120708023705	0	0	0	0	0
BS_ZECKZTFC	0.4425522927981426	0	0	0	0.08506997396729708	0	0	0.2551379541522297	0.0720303721446535	0	0	0	0	0	0.07905440399733521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_ZCY4ECNV	0.16759672814312046	0	0.1559746406875415	0	0	0	0	0.5090075635160721	0	0	0	0.07800777567058907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_ZBWQG7VR	0.3790836077100939	0	0.3186341473418237	0	0	0	0	0	0.06422060450151942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06852551248543454	0	0	0	0	0
BS_ZAT0XJE5	0.41957945767739013	0	0.16646574893511382	0	0	0	0	0.14963852051143123	0.0655004767123069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08250566459776115	0	0	0	0	0
BS_ZAH4FHV2	0.10709298258383099	0	0.1250349729722373	0	0.23580771233114584	0	0	0	0	0	0	0	0	0	0	0.07089020560678155	0	0	0.34931750664127637	0	0	0	0	0	0	0	0	0	0	0
BS_Z9PKZ4RT	0.2720187987016457	0	0.1794492464079288	0	0.2805537233194467	0	0	0.0713054481520832	0.06468547262295732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_Z9NCH2XA	0.2138115273685819	0	0.10702859083057227	0	0.1946412037226453	0	0	0.3529595248996361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0668043929606058	0	0	0	0	0
BS_Z8GRJ71M	0.24786469094100336	0	0	0.23635803361842422	0	0.18380978264594827	0	0	0	0	0	0	0	0	0	0	0.1291814945640445	0	0	0	0	0	0	0	0.15841969518018653	0	0	0	0	0
BS_Z7R92XX6	0.07585148062757606	0.11974355273053822	0.12767076411254272	0	0.09453140503427516	0	0	0.126063336095142	0	0	0	0	0	0	0	0	0	0	0.14038499765242252	0	0	0	0.07911365399326267	0	0	0	0	0	0.07054064453088803	0
BS_Z61JVJ03	0.45381694048784355	0	0	0	0	0	0.11418738075883944	0	0	0	0	0	0	0	0.3443519439293543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_Z5VJCFNP	0	0	0.6244963687494528	0	0	0	0	0	0.1698505178347222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09835963741712714
BS_Z5D6G1S6	0.20262357634162395	0	0.17085032983014647	0	0.12908869790004518	0	0	0.26877277889281515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_Z4S81HG1	0	0	0.3303478209461403	0	0	0	0	0.1375031574274037	0.124117173240729	0	0	0	0	0	0	0	0.12263178108078988	0	0	0	0	0	0.11930854641666716	0	0	0	0	0.1357097727156352	0	0
BS_Z4Q8RH5M	0.22448312668835463	0	0	0	0.2149845033569583	0	0	0.2442267985010772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18024295213655217	0	0	0	0	0
BS_Z34PQDYT	0.26620658998149344	0	0	0	0.25331224331205	0	0	0.3032340643402587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_Z1BBZ01F	0.20386078944209735	0	0.0653761986559364	0	0.3591138258670221	0	0	0.1512921333234795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10821405165017053	0	0	0	0	0
BS_Z14Z2JMW	0.12110773900639388	0	0.489246895018069	0	0	0	0	0	0.06651525755343779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12167841177963025	0	0	0	0	0
BS_YZD4SSMA	0	0	0.18233920242591484	0	0.17904257166771848	0	0	0.1357370383454279	0.1709834839902965	0	0	0	0	0	0	0	0	0.15251713765044494	0	0	0	0	0	0	0	0	0	0	0	0
BS_YZ2YNEJJ	0	0	0.27552507240684554	0	0	0	0	0	0.2928784016586941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2729206892259287	0	0.08406528844377402
BS_YZ0P5E8H	0.15338827622318374	0	0	0	0.4770152117074917	0	0	0.18090077977397206	0	0	0	0.08252130215631664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_YYAPSA5P	0.09369807919819208	0	0	0.24466361267732142	0	0	0	0.18347669002109523	0	0	0	0	0	0	0	0.1017727429073106	0	0.13247719013279746	0	0	0	0	0	0	0	0	0	0	0	0
BS_YXCVR90M	0.176763107538914	0	0	0	0.3672611473758915	0	0	0.32964701977505406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_YVFFHJ1Q	0.10175532850896528	0	0.10632249717656139	0	0.2747100336539039	0	0	0.22099994605730286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10772231633320656	0	0	0	0	0.08093554631383937
BS_YRC54VPP	0.14237540759654319	0	0.35255602900511873	0	0	0	0	0.06616460157716943	0.09224440875224035	0	0	0	0	0	0	0.09899965659482542	0	0	0	0	0	0	0	0	0	0	0	0.13728334961728395	0	0
BS_YPCTK927	0	0	0.12506602932572156	0	0.3447441445810688	0	0	0.22869093915336625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14510469473700507
BS_YMDPFK0V	0.23235441389956668	0	0	0	0.4789362796689796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_YKQP4SBX	0.19727332957797147	0	0.2540096484723536	0	0	0	0	0.10181679425117664	0	0	0	0	0	0	0	0.17724687817770915	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08202422402943389
BS_YHXMYDBN	0.20104205683451992	0	0.06328745476180395	0	0.19852085775710293	0	0	0.3295501804243104	0.11275164625937988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_YH60H2FS	0.2754953703533233	0	0.2050245455776128	0	0.1387570034276452	0	0	0.17433171157146948	0.07913859119808059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_YH4DYNQ2	0.24369010614310682	0	0	0	0.30707516001014146	0	0	0.15577773704070544	0	0	0	0	0	0	0	0	0	0	0.16143429262421508	0	0	0	0	0	0	0	0	0	0	0
BS_YGQS4660	0.21593143034836326	0	0	0	0.28108938598608624	0	0	0.24029720679127092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18139617299768823	0	0	0	0	0
BS_YEWX69X4	0.11933166015330858	0	0.33137390815225953	0	0	0	0	0	0.2708563228516112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12467915798536773	0	0	0	0	0
BS_YETTZ1NC	0	0	0.2624225337193672	0	0	0	0	0.3121418762996711	0	0	0	0.1216168973205505	0	0	0	0	0	0.0603728834934765	0	0	0	0	0	0	0	0	0	0	0	0
BS_YBCQBCQC	0.11877897125976822	0	0.28060847243616127	0	0.2743432697134132	0	0	0.0730703616263037	0.07380175286559064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_YB99Q6TN	0.39663313090893826	0	0.07423332611141312	0	0.0674767750971543	0	0	0.24537057655653774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_Y9GHDZKS	0.18455464011648534	0	0.15107009093527612	0	0.22031930183433363	0	0	0.27441635906367146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BS_Y7CA8B5R	0.18670054143831688	0	0.25872506090703407	0	0.29601660425901394	0	0	0.13721578363836615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
